district_id,cell_row,cell_col,weight
271,16,18,0.07619949477591817
271,16,17,0.0765151464473868
271,17,18,0.25394708739898353
271,17,17,0.5933382713777114
283,17,18,1.0
277,16,18,0.015083256278816359
277,17,18,0.305678334145906
277,16,19,0.05573562231710382
277,17,19,0.6235027872581739
272,17,20,0.018921348598337495
272,17,19,0.9810786514016626
278,17,20,0.745924063918212
278,18,20,0.2540759360817881
290,17,20,0.5240045471049227
290,18,20,0.4759954528950772
286,17,20,1.0
273,16,19,0.9682978781445605
273,17,19,0.03170212185543955
270,16,18,0.5255060610287288
270,16,19,0.4744939389712712
285,16,17,1.0
275,15,19,0.9988426792991797
275,16,19,0.001157320700820276
287,16,17,0.1447024800933685
287,16,16,0.03517766646336113
287,17,16,0.18627861912943738
287,17,17,0.633841234313833
284,16,17,0.9844671541918121
284,16,16,0.007850703921168198
284,17,17,0.007682141887019738
280,16,18,0.42156017415494723
280,17,18,0.5784398258450527
288,16,18,1.0
274,16,20,0.002013389066770094
274,17,20,0.9135926852163005
274,17,19,0.08439392571692954
281,16,20,0.27989063186831875
281,16,19,0.32045543990990477
281,17,20,0.11099874357914216
281,17,19,0.28865518464263423
289,15,18,0.04733172879487648
289,16,18,0.8212351943974852
289,16,17,0.13143307680763838
282,15,18,0.4856542974348316
282,15,17,0.014133443572640403
282,16,18,0.4936667780835772
282,16,17,0.006545480908950722
279,15,18,0.001165318318658716
279,15,17,0.32273953130417277
279,16,17,0.6760951503771685
292,15,18,0.0535472042917673
292,15,17,0.9464527957082327
293,14,18,0.003930347808689845
293,15,19,0.006227119392024818
293,15,18,0.989394903584164
293,15,17,0.00044762921512121566
291,15,19,0.32761914048131113
291,15,18,0.4828121342531535
291,16,18,0.1156898980300686
291,16,19,0.07387882723546682
294,8,8,0.137095490249059
294,9,8,0.7220691052119963
294,8,9,0.036268437162313164
294,9,9,0.10331369602376132
294,9,7,0.001253271352870282
297,5,10,0.048960887336625965
297,6,10,0.951039112663374
296,8,8,0.11333238995760231
296,8,7,0.3178548904707342
296,9,8,0.1899244886174814
296,9,7,0.3788882309541821
302,5,8,0.008292422190359508
302,6,8,0.814121150960474
302,6,9,0.1775864268491665
295,7,9,0.09459287392259892
295,8,10,0.18662613791084745
295,8,9,0.7187809881665538
300,4,9,0.35582924235712693
300,4,10,0.2422847694300096
300,5,9,0.0339502062587052
300,5,10,0.36793578195415827
303,6,9,0.31511294255352834
303,7,10,0.0006838553967141737
303,7,9,0.6820680928587032
303,8,9,0.002135109191054414
313,8,8,0.17862640171835847
313,9,8,9.450438302399285e-05
313,8,9,0.8201089457832617
313,9,9,0.0011701481153558518
322,7,8,0.23411105853786723
322,8,8,0.03801950012478546
322,7,9,0.4708880106188807
322,8,9,0.2569814307184666
316,8,10,0.04846482295958502
316,8,9,0.2807556538418755
316,9,9,0.360286231035446
316,9,10,0.31049329216309357
301,6,11,0.242556745358756
301,6,10,0.7574432546412441
305,6,8,0.06800346677596075
305,7,8,0.56734601926075
305,6,9,0.016208172362954232
305,7,9,0.348442341600335
306,8,8,0.7364870164031663
306,8,7,0.2635129835968337
307,7,8,0.01874861311327309
307,8,8,0.9741466454722264
307,8,9,0.007104741414500495
309,7,8,0.8957431250539183
309,8,8,0.10425687494608164
308,5,8,0.20498718449198305
308,6,8,0.11914165949831747
308,5,9,0.3302693765012498
308,6,9,0.34560177950844967
310,9,9,0.12860755231780538
310,9,10,0.04236306579286054
310,10,10,0.3296243990213135
310,10,9,0.49940498286802065
298,5,10,0.6220538652869984
298,6,10,0.3779461347130017
312,5,11,0.21185071635101402
312,5,10,0.060952704876061393
312,6,11,0.670034626773932
312,6,10,0.057161951998992544
314,5,9,0.7604079405784154
314,5,10,0.22594858789227157
314,6,9,0.013643471529313039
315,5,8,0.019687291838192088
315,4,9,0.1622256404980419
315,5,9,0.8023555000746404
315,5,10,0.015731567589125618
318,6,8,0.4053183657626288
318,6,7,0.06273895243164929
